block,method,attack,rho,alpha,spoof,seed,round,accuracy,f1,precision,recall
amftas,amfta_s,label_flipping,0.10,0.50,0.50,123,23,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,123,24,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,123,25,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,1,0.61705,0.7631798645681952,0.61705,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,2,0.61705,0.7631798645681952,0.61705,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,3,0.6173,0.7632978723404256,0.6172043010752688,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,4,0.7477,0.8302610333692142,0.7097831713349054,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,5,0.9675,0.9743407547765672,0.9499653606342853,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,6,0.9282,0.9450187610077342,0.8957683095013428,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,7,0.9936,0.9948407900040306,0.9897345416633251,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,8,0.99975,0.9997974642524405,0.9995950105297262,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,9,0.9986,0.9988668555240793,0.9977362761743067,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,10,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,11,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,12,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,13,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,14,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,15,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,16,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,17,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,18,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,19,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,20,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,21,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,22,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,23,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,24,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.10,0.50,0.50,456,25,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,1,0.7759,0.8464753031444817,0.7338163677396365,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,2,0.6364,0.7726363181590795,0.6295088648868963,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,3,0.9961,0.9968535699878983,0.9937268779153933,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,4,0.9619,0.9700871476799875,0.9419118768104894,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,5,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,6,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,7,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,8,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,9,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,10,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,11,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,12,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,13,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,14,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,15,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,16,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,17,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,18,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,19,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,20,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,21,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,22,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,23,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,24,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,42,25,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,1,0.6263,0.7702145975527269,0.6263,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,2,0.98095,0.9850194629025282,0.9704811342682266,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,3,0.8614,0.9003737780333524,0.8187998431167473,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,4,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,5,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,6,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,7,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,8,0.9987,0.998963234707712,0.9979286169534736,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,9,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,10,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,11,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,12,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,13,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,14,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,15,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,16,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,17,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,18,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,19,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,20,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,21,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,22,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,23,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,24,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,123,25,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,1,0.61705,0.7631798645681952,0.61705,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,2,0.61705,0.7631798645681952,0.61705,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,3,0.61985,0.76450363946105,0.6187825912555155,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,4,0.6836,0.7959367945823927,0.661042369703787,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,5,0.97995,0.9840130765857354,0.9685292732695024,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,6,0.9771,0.9817820206841686,0.9642159543714353,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,7,0.99205,0.9935992914939011,0.98728,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,8,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,9,0.99885,0.9990690143695609,0.9981397605952766,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,10,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,11,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,12,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,13,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,14,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,15,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,16,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,17,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,18,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,19,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,20,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,21,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,22,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,23,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,24,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.20,0.50,0.50,456,25,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,1,0.9996,0.9996763754045308,0.9993529602070528,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,2,0.67835,0.7934499919730295,0.6576188195220608,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,3,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,4,0.96185,0.9700490677134446,0.9418400792743349,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,5,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,6,0.9998,0.9998381615148082,0.9996763754045307,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,7,0.9745,0.978927361375093,1.0,0.9587245063127225
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,8,0.99955,0.9996359370575624,0.999272139102305,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,9,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,10,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,11,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,12,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,13,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,14,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,15,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,16,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,17,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,18,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,19,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,20,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,21,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,22,0.9998,0.9998381091144569,1.0,0.9996762706377469
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,23,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,24,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,42,25,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,1,0.6263,0.7702145975527269,0.6263,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,2,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,3,0.6267,0.7704040838919983,0.6265506202480993,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,4,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,5,0.7492,0.833178129572968,0.7140576901151522,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,6,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,7,0.88145,0.9135397294242059,0.8408404376720146,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,8,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,9,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,10,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,11,0.9904,0.9923942322928221,0.9849032866802957,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,12,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,13,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,14,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,15,0.99955,0.9996408762619209,0.9992820103709613,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,16,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,17,0.97585,0.9810847855884081,0.9628718579444999,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,18,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,19,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,20,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,21,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,22,0.9984,0.9987242863977036,0.99745182353878,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,23,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,24,0.9894,0.9916086130462318,0.983356884911289,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,123,25,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,1,0.61705,0.7631798645681952,0.61705,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,2,0.61705,0.7631798645681952,0.61705,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,3,0.87985,0.9112793058888684,0.8370184481823114,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,4,0.67815,0.793148880105402,0.6572052401746725,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,5,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,6,0.75505,0.8343869375612725,0.7158352668213457,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,7,0.9998,0.99983796483837,0.9996759821790199,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,8,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,9,0.9391,0.952972972972973,0.9101703665462054,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,10,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,11,0.97155,0.9774662389608333,0.9559256390395042,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,12,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,13,0.9989,0.9991094559585492,0.9982204966432096,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,14,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,15,0.9997,0.9997569669475048,0.9995140519964364,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,16,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,17,0.99615,0.9968900197907831,0.9937993235625705,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,18,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,19,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,20,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,21,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,22,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,23,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,24,1.0,1.0,1.0,1.0
amftas,amfta_s,label_flipping,0.30,0.50,0.50,456,25,1.0,1.0,1.0,1.0
